Employee_id,Department,Department_Name,Division,Gender,Base_Salary,2021_Overtime_Pay,2021_Longevity_Pay,Post_Code,Position,Race,Bonus_Level,Length_of_Service,Education,base_bonus,other_bonus
382,PIO,Office of Public Information,MC311,M,101350.0,144.02,0.0,77001,Junior,White,4,6,High School,162160.0,50.407
383,POL,Department of Police,FSB Security Services Division,M,49264.66,12540.2,0.0,95113,Junior,Native American,1,3,High School,34485.262,4389.07
384,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,70651.0,21195.89,0.0,19102,Assistant,Pacific Islander,4,6,Master,113041.6,7418.561499999999
385,TBS,Department of Technology and Enterprise Business Solutions,ODT Geographic Information System,F,128483.0,0.0,2552.16,85001,Senior,Other,1,6,Master,167027.9,638.04
386,HCA,Department of Housing and Community Affairs,HCA 76 Housing,F,167345.0,0.0,0.0,95113,Senior,Black,2,9,Bachelor,334690.0,0.0
387,POL,Department of Police,PSB 5th District Patrol,M,91894.0,0.0,0.0,78201,Assistant,White,4,9,Master,202166.8,0.0
388,FRS,Fire and Rescue Services,Station 40,M,73548.0,18756.72,0.0,90001,Assistant,Pacific Islander,3,4,Master,80902.8,6564.852
389,FRS,Fire and Rescue Services,Station 7,M,71062.0,22822.5,0.0,95113,Assistant,Asian,1,2,Bachelor,35531.0,7987.874999999999
390,HHS,Department of Health and Human Services,School Health Services,M,63425.0,97.05,3835.52,19102,Manager,Native American,1,6,Master,82452.5,992.8475
391,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,116825.0,13701.99,1079.04,75201,Assistant,Pacific Islander,3,2,High School,81777.5,5065.4565
392,DPS,Department of Permitting Services,Central Services Unit,F,92211.0,0.0,0.0,90001,Assistant,Black,1,3,Bachelor,64547.7,0.0
393,ABS,Alcohol Beverage Services,White Oak,M,38380.36,81.24,0.0,95113,Junior,Other,2,5,Master,46056.432,28.434
394,FRS,Fire and Rescue Services,Field Recruits,M,48942.0,338.28,0.0,60601,Junior,Black,1,9,High School,92989.8,118.39799999999998
395,CEX,Offices of the County Executive,County Executive's Office,F,170000.0,0.0,0.0,85001,Senior,Black,1,2,High School,85000.0,0.0
396,HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,63425.0,1147.41,2022.12,10001,Manager,Hispanic,5,8,Master,133192.5,907.1235
397,HHS,Department of Health and Human Services,School Health Services,F,52366.97,43.17,0.0,60601,Junior,Hispanic,5,8,Bachelor,109970.637,15.1095
398,REC,Department of Recreation,Countywide Programs,M,92211.0,0.0,2746.64,85001,Assistant,Native American,2,9,High School,184422.00000000003,686.66
399,POL,Department of Police,POL 47 FSB Security Services Division,M,71852.0,2632.63,2019.84,95113,Junior,Asian,5,1,Ph.D,50296.4,1426.3805
400,FRS,Fire and Rescue Services,Station 17,F,73548.0,41626.77,0.0,19102,Junior,Black,3,2,High School,51483.600000000006,14569.369499999995
401,LIB,Department of Public Libraries,Technology Management,M,27867.4,0.0,0.0,78201,Assistant,Native American,4,6,Ph.D,44587.84,0.0
402,DOT,Department of Transportation,Transit Silver Spring Ride On,M,92211.0,332.5,0.0,60601,Assistant,Hispanic,3,3,High School,82989.90000000001,116.375
403,ABS,Alcohol Beverage Services,Beer Warehouse Operations,M,45434.56,933.67,0.0,90001,Senior,Pacific Islander,4,8,Ph.D,90869.12,326.7845
404,DOT,Department of Transportation,DOT 50 Highway Services,M,66446.0,0.0,2398.45,92101,Assistant,White,5,8,Ph.D,139536.6,599.6125
405,DGS,Department of General Services,Administration and Budget,F,111407.0,0.0,0.0,85001,Senior,Hispanic,4,8,Master,222814.0,0.0
406,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,87969.0,0.0,5318.56,77001,Junior,Other,4,10,Master,211125.6,1329.64
407,FRS,Fire and Rescue Services,Station 28,M,87356.0,50190.81,0.0,95113,Assistant,Hispanic,3,6,Ph.D,131034.0,17566.783499999998
408,POL,Department of Police,FSB Special Operations Division Tactical Operations Section,M,95112.0,11604.89,6724.51,75201,Manager,Hispanic,4,1,Master,57067.2,5742.839
409,DGS,Department of General Services,Facilities Maintenance,F,37280.87,295.75,0.0,19102,Assistant,Native American,2,8,Ph.D,67105.566,103.5125
410,ORE,Office of Racial Equity and Social Justice,Director's Office,F,97440.0,0.0,0.0,90001,Junior,White,5,6,Master,165648.0,0.0
411,DOT,Department of Transportation,Transportation Technical Center,M,101350.0,18015.16,936.0,77001,Assistant,Other,1,9,Bachelor,192565.0,6539.306
412,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,104705.1,2290.71,0.0,92101,Assistant,Black,5,8,Bachelor,219880.71000000005,801.7484999999999
413,POL,Department of Police,FSB Traffic Division School Safety Section,F,22932.97,0.0,0.0,85001,Senior,Asian,5,4,Bachelor,29812.861,0.0
414,ABS,Alcohol Beverage Services,Beer Loading,M,40841.1,5553.29,0.0,95113,Senior,Hispanic,2,6,Bachelor,57177.54,1943.6515
415,REC,Department of Recreation,Countywide Programs,F,92211.0,0.0,744.8,77001,Junior,White,1,9,Ph.D,175200.90000000002,186.2
416,FRS,Fire and Rescue Services,Station 23,M,56980.0,22389.97,0.0,75201,Junior,White,2,3,Master,45584.0,7836.4895
417,CCL,County Council,Council Central Staff,F,76419.0,0.0,1517.36,90001,Junior,Pacific Islander,5,7,Bachelor,145196.1,379.34
418,TBS,Department of Technology and Enterprise Business Solutions,ODT Geographic Information System,F,128483.0,0.0,2552.16,19102,Senior,Native American,5,4,Bachelor,167027.90000000002,638.04
419,OAS,Office of Animal Services,Animal Services Division,F,74036.48,3562.1,0.0,60601,Junior,Pacific Islander,1,7,Bachelor,111054.72,1246.735
420,POL,Department of Police,MSB Training and Education Division,F,92982.6,2016.61,2774.72,78201,Junior,Pacific Islander,3,8,High School,176666.94,1399.4935
421,FRS,Fire and Rescue Services,Station 18,M,105707.0,102.08,7546.8,85001,Manager,White,5,10,Master,264267.5,1922.428
422,ABS,Alcohol Beverage Services,Cabin John,M,49264.67,40.85,0.0,19102,Assistant,Native American,1,5,Bachelor,54191.137,14.2975
423,FRS,Fire and Rescue Services,Second Battalion - Administration,M,85988.0,26999.54,0.0,19102,Senior,White,4,5,High School,120383.2,9449.839
424,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,65951.0,52492.11,0.0,90001,Manager,Hispanic,3,5,Bachelor,85736.3,18372.2385
425,OMB,Office of Management and Budget,"Process, Production and Technology",F,92211.0,0.0,0.0,60601,Manager,Other,5,8,High School,193643.1,0.0
426,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,65657.81,0.0,0.0,19102,Manager,White,4,2,Ph.D,52526.248,0.0
427,CCL,County Council,CCL 01 Council Members and Staff,M,52815.71,0.0,0.0,75201,Senior,Other,3,3,Master,47534.139,0.0
428,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,54075.0,14433.31,0.0,92101,Assistant,White,3,4,Ph.D,59482.5,5051.6585
429,POL,Department of Police,FSB Security Services Division,M,61787.45,1267.63,0.0,95113,Assistant,Asian,2,9,Ph.D,123574.9,443.6705
430,POL,Department of Police,PSB 6th District Patrol,M,57085.0,4604.61,0.0,85001,Assistant,Other,5,7,High School,108461.5,1611.6134999999997
431,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,67211.42,8.0,0.0,75201,Junior,Native American,5,3,Master,73932.562,2.8
432,OMB,Office of Management and Budget,Office of Management and Budget,F,108605.0,0.0,0.0,90001,Junior,Native American,5,2,Ph.D,97744.5,0.0
433,FRS,Fire and Rescue Services,Station 15,M,96088.0,20028.22,0.0,78201,Junior,White,5,4,Ph.D,124914.40000000002,7009.877
434,DPS,Department of Permitting Services,Land Development Sediment and Stormwater Inspection,M,141102.54,0.0,0.0,95113,Manager,Native American,1,3,Bachelor,98771.778,0.0
435,FRS,Fire and Rescue Services,Station 10,M,83196.0,25153.26,0.0,85001,Senior,Pacific Islander,3,4,Bachelor,91515.6,8803.641
436,DOT,Department of Transportation,Transit Gaithersburg Ride On,M,130735.0,0.0,0.0,10001,Senior,Asian,1,1,High School,39220.5,0.0
437,DOT,Department of Transportation,Highway Administration,M,70520.14,6109.2,0.0,90001,Senior,Pacific Islander,3,6,High School,105780.21,2138.22
438,FRS,Fire and Rescue Services,FRS 45 Station 33,M,96088.0,18135.52,5346.5,10001,Senior,Hispanic,1,2,Master,48044.00000000001,7684.057
439,POL,Department of Police,PSB 1st District Special Assignment Team,M,95112.0,6403.47,6724.51,60601,Assistant,Native American,4,5,Master,133156.8,3922.342
440,FRS,Fire and Rescue Services,Station 12,M,61923.0,4307.35,0.0,92101,Assistant,Asian,5,8,Bachelor,130038.3,1507.5725
441,FRS,Fire and Rescue Services,Station 16,M,71062.0,42.71,0.0,19102,Senior,Other,1,3,Bachelor,49743.40000000001,14.9485
442,DOT,Department of Transportation,Transit COS Marketing,F,73536.75,159.1,0.0,75201,Assistant,Hispanic,3,10,Master,169134.525,55.685
443,FRS,Fire and Rescue Services,Station 13,M,58975.0,2365.69,0.0,85001,Assistant,Other,1,10,High School,123847.5,827.9915
444,DOT,Department of Transportation,Transit Gaithersburg Ride On,M,63604.88,12678.44,0.0,10001,Junior,White,1,5,High School,69965.368,4437.454
445,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,106250.0,31265.19,3164.72,78201,Senior,White,5,5,Bachelor,159375.0,11733.9965
446,POL,Department of Police,PSB 3rd District Patrol,M,55154.0,1722.19,0.0,75201,Senior,Hispanic,5,8,High School,115823.4,602.7665
447,DPS,Department of Permitting Services,Residential Inspections,M,72473.63,0.0,0.0,90001,Manager,Other,5,10,Ph.D,181184.075,0.0
448,POL,Department of Police,PSB 4th District Patrol,M,73684.0,2995.29,0.0,60601,Senior,Asian,3,7,High School,125262.8,1048.3515
449,HHS,Department of Health and Human Services,School Health Services,F,37275.88,0.0,0.0,95113,Manager,Asian,5,10,Bachelor,93189.7,0.0
450,POL,Department of Police,ISB Criminal Investigations Division 5th District Investigative Section,M,95112.0,8260.88,6724.51,92101,Assistant,Pacific Islander,1,4,Ph.D,85600.8,4572.4355
451,POL,Department of Police,HQ Office of the Chief Internal Affairs Division,M,109849.0,0.0,7766.33,90001,Manager,Native American,5,8,Master,230682.9,1941.5825
452,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,106250.0,0.0,0.0,19102,Junior,Hispanic,1,4,Ph.D,95625.0,0.0
453,POL,Department of Police,FSB Traffic Division Central Traffic Enforcement,M,95112.0,148.32,0.0,77001,Assistant,White,5,6,Master,161690.40000000002,51.91199999999999
454,DPS,Department of Permitting Services,Fire Code Compliance,M,111407.0,0.0,0.0,77001,Manager,Hispanic,4,9,High School,245095.4,0.0
455,HRC,Office of Human Rights,Compliance,F,125867.73,0.0,0.0,77001,Senior,Hispanic,3,9,High School,264322.233,0.0
456,TBS,Department of Technology and Enterprise Business Solutions,OBP Public Safety Data Systems,F,128483.0,0.0,0.0,92101,Assistant,Pacific Islander,1,4,High School,115634.7,0.0
457,POL,Department of Police,PSB 3rd District Patrol,M,64209.0,3560.75,0.0,77001,Manager,White,5,5,Master,96313.5,1246.2624999999998
458,COR,Correction and Rehabilitation,PRRS Facility and Security,M,96665.0,29965.9,2879.76,78201,Junior,Black,3,3,Master,86998.5,11208.005
459,FRS,Fire and Rescue Services,Station 32,F,78166.0,11886.22,0.0,75201,Manager,Hispanic,2,4,Bachelor,78166.0,4160.177
460,DEP,Department of Environmental Protection,"Planning, Outreach and Monitoring",M,96665.0,0.0,2879.76,75201,Junior,Pacific Islander,3,4,Ph.D,106331.5,719.94
461,FRS,Fire and Rescue Services,Third Battalion - Administration,M,85988.0,9449.26,0.0,10001,Manager,Black,2,5,Ph.D,103185.60000000002,3307.241
462,FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,119197.0,10422.64,1238.36,77001,Junior,Asian,3,9,High School,250313.7,3957.514
463,HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,69125.0,0.0,0.0,75201,Manager,White,5,1,High School,48387.5,0.0
464,FRS,Fire and Rescue Services,Procurement,F,80086.0,0.0,4842.24,95113,Junior,Other,5,1,Bachelor,56060.2,1210.56
465,POL,Department of Police,FSB Traffic Division School Safety Section,F,26002.53,0.0,0.0,85001,Manager,Other,5,1,Bachelor,18201.771,0.0
466,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,52246.0,26735.88,0.0,60601,Manager,Black,5,1,Master,36572.2,9357.558
467,FRS,Fire and Rescue Services,Station 15,M,71062.0,1430.23,0.0,19102,Junior,Asian,2,6,Ph.D,99486.80000000002,500.5805
468,DGS,Department of General Services,Fleet Management Fleet Services,M,70667.19,0.0,0.0,90001,Senior,Native American,2,5,Ph.D,84800.628,0.0
469,DOT,Department of Transportation,Transit Nicholson Ride On,M,61453.99,2825.94,0.0,75201,Assistant,Other,1,3,Bachelor,43017.793,989.079
470,FRS,Fire and Rescue Services,Second Battalion - Administration,M,119197.0,76885.02,1244.01,90001,Senior,Asian,4,1,Master,71518.20000000001,27220.7595
471,POL,Department of Police,ISB Criminal Investigations Division 4th District Investigative Section,F,74752.0,5574.78,0.0,19102,Assistant,Pacific Islander,2,3,Master,59801.600000000006,1951.173
472,DGS,Department of General Services,Fleet Management Fleet Services,M,83931.0,0.0,0.0,10001,Junior,Native American,1,2,High School,41965.5,0.0
473,FRS,Fire and Rescue Services,Station 30,M,119197.0,52925.27,4181.76,90001,Senior,Black,4,4,Bachelor,143036.40000000002,19569.2845
474,HHS,Department of Health and Human Services,School Health Services,F,53424.25,62.1,0.0,10001,Junior,Pacific Islander,2,7,High School,85478.8,21.735
475,FRS,Fire and Rescue Services,Station 35,M,71062.0,5246.32,0.0,78201,Manager,Native American,4,2,High School,56849.600000000006,1836.212
476,POL,Department of Police,MSB Communications Division,M,64282.49,5852.85,0.0,85001,Senior,Asian,5,5,High School,96423.735,2048.4975
477,POL,Department of Police,PSB 4th District Patrol,M,59939.0,302.59,0.0,60601,Assistant,Other,1,9,Bachelor,113884.1,105.90649999999998
478,SHF,Sheriff's Office,Courthouse Security,M,95922.0,857.68,0.0,95113,Assistant,White,1,4,Bachelor,86329.8,300.188
479,DGS,Department of General Services,Facilities,M,169848.96,0.0,0.0,78201,Junior,Native American,3,3,High School,152864.064,0.0
480,DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,74560.01,0.0,0.0,19102,Manager,Black,5,4,Bachelor,96928.013,0.0
481,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,87969.0,0.0,2620.8,90001,Senior,Pacific Islander,2,10,Ph.D,193531.8,655.2
482,FRS,Fire and Rescue Services,Station 4,M,96088.0,740.47,0.0,92101,Manager,Hispanic,3,1,Master,48044.0,259.1645
483,HHS,Department of Health and Human Services,Public Health Services Division,M,78797.72,0.0,0.0,90001,Assistant,Pacific Islander,4,1,Bachelor,47278.632000000005,0.0
484,LIB,Department of Public Libraries,White Oak Library,F,78051.41,0.0,0.0,85001,Manager,Black,1,5,Bachelor,85856.551,0.0
485,ABS,Alcohol Beverage Services,Olney,M,91383.27,0.0,0.0,78201,Senior,White,1,9,Ph.D,173628.21300000002,0.0
486,POL,Department of Police,PSB 6th District Patrol,M,62037.0,3478.83,0.0,90001,Assistant,Pacific Islander,3,3,Bachelor,55833.3,1217.5904999999998
487,POL,Department of Police,PSB 5th District Special Assignment Team,M,82882.0,4353.52,0.0,60601,Junior,Asian,1,5,Ph.D,91170.2,1523.732
488,FRS,Fire and Rescue Services,Station 11,M,67677.0,0.0,0.0,90001,Senior,Other,2,6,Ph.D,94747.80000000002,0.0
489,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,87969.0,14860.55,5318.56,85001,Manager,Native American,5,1,High School,61578.3,6530.8325
490,HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,91880.68,0.0,0.0,75201,Senior,Other,4,10,High School,220513.632,0.0
491,LIB,Department of Public Libraries,Davis Library,F,33127.94,0.0,0.0,85001,Junior,Other,2,9,Ph.D,66255.88,0.0
492,ABS,Alcohol Beverage Services,Montrose,M,19513.51,21.71,0.0,85001,Senior,Pacific Islander,3,9,Master,40978.371,7.5985
493,POL,Department of Police,MSB Communications Division,M,59150.14,9680.68,0.0,75201,Assistant,Hispanic,5,3,Bachelor,65065.154,3388.238
494,SHF,Sheriff's Office,Sheriff Domestic Violence,M,61398.0,1525.5,0.0,95113,Senior,Asian,5,3,Ph.D,67537.8,533.925
495,POL,Department of Police,FSB Traffic Division School Safety Section,F,18655.84,0.0,0.0,78201,Manager,Hispanic,1,8,High School,31714.928,0.0
496,COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,83913.0,57018.42,0.0,77001,Manager,Other,3,6,Master,125869.5,19956.447
497,OMB,Office of Management and Budget,Special Projects,F,141331.3,0.0,0.0,77001,Assistant,Black,2,4,Master,141331.3,0.0
498,OAS,Office of Animal Services,Animal Services Division,F,81572.35,0.0,0.0,60601,Assistant,Asian,2,4,Bachelor,81572.35,0.0
499,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,50281.52,0.0,0.0,75201,Assistant,Other,4,2,Bachelor,40225.216,0.0
500,FRS,Fire and Rescue Services,Training,F,119197.0,6563.32,0.0,85001,Assistant,Black,4,6,Master,190715.2,2297.162
501,FRS,Fire and Rescue Services,Station 32,M,55052.0,12382.77,0.0,85001,Junior,Black,3,4,Master,60557.20000000001,4333.9695
502,DPS,Department of Permitting Services,Land Development Right-of-Way Inspection,M,72924.25,7065.84,0.0,95113,Manager,Asian,5,4,Bachelor,94801.525,2473.044
503,REC,Department of Recreation,REC 72 Facilities Division,M,92211.0,524.13,0.0,60601,Junior,Black,4,1,High School,55326.600000000006,183.4455
504,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,73415.55,0.0,0.0,10001,Assistant,Asian,2,4,High School,73415.55,0.0
505,POL,Department of Police,FSB Special Operations Division Canine Section,M,95112.0,21893.94,6724.51,60601,Junior,Black,2,4,Bachelor,95112.0,9344.0065
506,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,99328.0,22570.67,3451.76,19102,Senior,Pacific Islander,4,2,Master,79462.40000000001,8762.6745
507,COR,Correction and Rehabilitation,DS Health Services,F,89737.39,45683.69,0.0,95113,Senior,Asian,5,10,Bachelor,224343.475,15989.2915
508,ABS,Alcohol Beverage Services,Darnestown,F,38380.36,328.25,0.0,10001,Senior,Hispanic,4,6,High School,61408.576,114.8875
509,BOE,Board of Elections,Registration Services,F,92211.0,229.28,5574.4,78201,Manager,Hispanic,4,2,Ph.D,73768.8,1473.848
510,FRS,Fire and Rescue Services,Station 28,M,119197.0,18136.55,0.0,10001,Assistant,Black,5,8,High School,250313.7,6347.7925
511,OAS,Office of Animal Services,Animal Services Division,M,59698.04,0.0,0.0,10001,Junior,Hispanic,2,6,Master,83577.256,0.0
512,LIB,Department of Public Libraries,Chevy Chase Library,F,63325.59,0.0,0.0,78201,Junior,Pacific Islander,4,3,Ph.D,63325.59,0.0
513,FRS,Fire and Rescue Services,Station 8,M,96088.0,931.12,2319.78,85001,Junior,Black,4,8,Bachelor,192176.00000000003,905.837
514,HHS,Department of Health and Human Services,HHS 60 School Health Services,F,106250.0,0.0,0.0,95113,Manager,Other,2,4,Bachelor,106250.0,0.0
515,FRS,Fire and Rescue Services,Second Battalion - Administration,M,105707.0,5880.52,0.0,19102,Junior,Hispanic,2,4,Bachelor,105707.0,2058.182
516,DGS,Department of General Services,Facilities Maintenance,M,56097.49,3174.29,0.0,90001,Junior,Black,4,4,Bachelor,67316.988,1111.0015
517,DOT,Department of Transportation,Highway Services,M,72930.0,11576.14,4409.6,10001,Junior,Black,3,7,Ph.D,123981.0,5154.048999999999
518,DOT,Department of Transportation,Transit Gaithersburg Ride On,M,87969.0,2866.37,0.0,75201,Senior,Pacific Islander,1,6,Master,114359.69999999998,1003.2295
519,FRS,Fire and Rescue Services,Station 17,M,81546.0,26381.97,0.0,95113,Junior,Asian,3,4,Ph.D,89700.6,9233.6895
520,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,99328.0,78120.3,5993.17,19102,Junior,Black,1,8,Master,168857.6,28840.3975
521,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,92211.0,0.0,0.0,60601,Junior,White,1,9,High School,175200.90000000002,0.0
522,FRS,Fire and Rescue Services,Station 17,M,96088.0,30381.48,3307.35,95113,Senior,Black,3,10,High School,221002.4,11460.3555
523,DGS,Department of General Services,Facilities Maintenance,M,80086.0,1039.59,0.0,10001,Assistant,Hispanic,2,10,High School,176189.2,363.8564999999999
524,DOT,Department of Transportation,Transit Silver Spring Ride On,M,45634.8,7343.88,0.0,60601,Junior,White,3,7,Bachelor,77579.16,2570.358
525,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,78350.0,4823.41,0.0,75201,Assistant,Asian,1,10,Bachelor,164535.0,1688.1935
526,DPS,Department of Permitting Services,Residential Inspections,M,74598.92,0.0,0.0,92101,Junior,Native American,4,4,Ph.D,89518.704,0.0
527,LIB,Department of Public Libraries,Aspen Hill Library,F,24049.38,0.0,0.0,92101,Assistant,Black,3,9,Bachelor,50503.698,0.0
528,HHS,Department of Health and Human Services,Child Welfare Services,F,63425.0,0.0,0.0,60601,Senior,Pacific Islander,4,3,Bachelor,63425.0,0.0
529,POL,Department of Police,MSB Training and Education Division,M,95112.0,1351.57,1408.44,77001,Assistant,White,1,1,Bachelor,28533.6,825.1595
530,DGS,Department of General Services,Fleet Management Fleet Services,M,83931.0,0.0,0.0,95113,Junior,White,2,2,Bachelor,50358.600000000006,0.0
531,COR,Correction and Rehabilitation,PTS Supervision,M,86850.0,1691.13,0.0,78201,Assistant,Other,5,6,Bachelor,147645.0,591.8955
532,FIN,Department of Finance,Tax Operations,F,51699.34,93.21,0.0,19102,Assistant,Pacific Islander,4,6,Bachelor,82718.944,32.62349999999999
533,POL,Department of Police,PSB 6th District Patrol,F,67420.0,3579.69,0.0,10001,Senior,White,5,1,Master,47194.0,1252.8915
534,LIB,Department of Public Libraries,Rockville Library,F,32628.38,0.0,0.0,90001,Junior,Other,3,4,Master,35891.218,0.0
535,DEP,Department of Environmental Protection,Administration and Operations,F,72930.0,2373.68,3470.64,10001,Senior,Black,4,6,Bachelor,116688.0,1698.448
536,POL,Department of Police,MSB Communications Division,F,66532.38,7169.57,0.0,10001,Junior,Asian,3,7,Master,113105.04600000005,2509.3495
537,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,25849.48,0.0,0.0,60601,Junior,White,5,10,Master,64623.70000000001,0.0
538,DOT,Department of Transportation,Transit Silver Spring Ride On,M,76419.0,288.04,4620.72,75201,Senior,Asian,3,7,Bachelor,129912.3,1255.994
539,FRS,Fire and Rescue Services,FRS 45 Station 7,M,119197.0,29607.3,7713.71,77001,Assistant,Black,3,9,Master,250313.7,12290.982499999998
540,POL,Department of Police,FSB Traffic Division School Safety Section,M,18024.91,0.0,0.0,77001,Assistant,White,5,10,Bachelor,45062.275,0.0
541,POL,Department of Police,PSB 6th District Patrol,M,80077.0,13644.88,0.0,90001,Junior,Native American,5,4,Bachelor,104100.1,4775.708
542,DGS,Department of General Services,Fleet Management Fleet Services,M,83931.0,3722.16,2500.16,10001,Assistant,Native American,4,6,Bachelor,134289.6,1927.796
543,HHS,Department of Health and Human Services,HHS 60 School Health Services,F,45821.71,0.0,0.0,95113,Junior,White,1,2,High School,22910.855000000003,0.0
544,DGS,Department of General Services,Fleet Management Administration,M,92211.0,817.9,2746.64,78201,Assistant,Asian,2,1,High School,36884.4,972.925
545,ABS,Alcohol Beverage Services,Liquor and Wine Delivery Operations,M,34831.0,1961.25,0.0,90001,Junior,Asian,5,8,Master,73145.1,686.4375
546,REC,Department of Recreation,Senior Programs,F,63448.16,0.0,0.0,95113,Senior,Pacific Islander,3,6,Bachelor,95172.24000000002,0.0
547,HHS,Department of Health and Human Services,Aging & Disability Services Division,M,106250.0,0.0,3164.72,77001,Senior,Pacific Islander,1,10,Master,223125.0,791.18
548,ABS,Alcohol Beverage Services,Special Order Liquor and Wine Warehouse Operations,M,58300.99,15624.99,0.0,95113,Assistant,Asian,4,1,High School,34980.594,5468.746499999999
549,ABS,Alcohol Beverage Services,King Farm,M,48444.0,0.0,2207.64,92101,Senior,Other,5,7,High School,92043.6,551.91
550,OLR,Office of Labor Relations,OLR 26 Labor Relations Division,M,141085.0,0.0,0.0,85001,Senior,Asian,4,9,Bachelor,310387.0,0.0
551,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,F,62055.0,7785.56,0.0,19102,Senior,Pacific Islander,1,4,Master,55849.5,2724.946
552,FRS,Fire and Rescue Services,Admin Services,M,150943.0,0.0,10672.48,60601,Manager,Black,4,8,High School,301886.0,2668.12
553,HHS,Department of Health and Human Services,School Health Services,F,106250.0,0.0,0.0,75201,Junior,Native American,4,3,Ph.D,106250.0,0.0
554,ABS,Alcohol Beverage Services,Retail Administration,M,98105.93,0.0,0.0,75201,Junior,Asian,2,9,Master,196211.86,0.0
555,TBS,Department of Technology and Enterprise Business Solutions,ODT Web and Mobile Applications,M,128483.0,0.0,0.0,95113,Manager,Hispanic,4,6,Bachelor,205572.8,0.0
556,DOT,Department of Transportation,Transit Silver Spring Ride On,M,72416.01,973.77,0.0,90001,Junior,Other,3,5,Bachelor,94140.813,340.81949999999995
557,POL,Department of Police,PSB 5th District Patrol,M,73684.0,53.14,0.0,75201,Manager,Asian,3,1,Ph.D,36842.0,18.599
558,POL,Department of Police,PSB 5th District Special Assignment Team,M,95112.0,11931.07,0.0,92101,Assistant,Pacific Islander,1,4,Master,85600.8,4175.8745
559,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,101350.0,0.0,3019.12,10001,Assistant,Hispanic,1,1,Bachelor,30405.0,754.78
560,POL,Department of Police,PSB 2nd District Patrol,F,62037.0,3072.32,0.0,10001,Junior,Black,3,8,Bachelor,117870.30000000002,1075.312
561,FRS,Fire and Rescue Services,Station 9,M,87356.0,34887.85,2108.2,60601,Manager,White,3,1,Ph.D,43678.0,12737.7975
562,LIB,Department of Public Libraries,Rockville Library,M,101151.93,0.0,0.0,75201,Senior,White,1,5,Ph.D,111267.123,0.0
563,FRS,Fire and Rescue Services,Station 2,M,61923.0,8958.76,0.0,77001,Assistant,Hispanic,3,10,Bachelor,142422.9,3135.566
564,LIB,Department of Public Libraries,Wheaton Library,F,21168.08,0.0,0.0,10001,Assistant,Black,5,3,Bachelor,23284.888000000006,0.0
565,DOT,Department of Transportation,Transit Silver Spring Ride On,M,69604.0,13116.6,80.32,95113,Senior,Native American,2,10,Ph.D,153128.8,4610.889999999999
566,TBS,Department of Technology and Enterprise Business Solutions,ODT Geographic Information System,F,96362.25,0.0,2233.14,19102,Manager,Native American,4,8,High School,192724.5,558.285
567,REC,Department of Recreation,Countywide Programs,F,60000.0,0.0,0.0,10001,Junior,White,5,7,Master,114000.0,0.0
568,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,53961.1,0.0,0.0,19102,Senior,White,3,9,High School,113318.31,0.0
569,OCP,Office of Consumer Protection,Operations,M,132938.89,0.0,0.0,10001,Assistant,Black,4,8,Ph.D,265877.78,0.0
570,TBS,Department of Technology and Enterprise Business Solutions,ODT Geographic Information System,M,128483.0,0.0,1772.64,75201,Manager,Pacific Islander,2,9,Ph.D,256966.00000000003,443.16
571,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,F,63721.0,6450.9,0.0,10001,Junior,Native American,3,9,Master,133814.1,2257.815
572,HCA,Department of Housing and Community Affairs,Management Services,M,75908.72,0.0,0.0,60601,Junior,Asian,3,5,High School,98681.336,0.0
