Employee_id,Department,Department_Name,Division,Gender,Base_Salary,2021_Overtime_Pay,2021_Longevity_Pay,Post_Code,Position,Race,Bonus_Level,Length_of_Service,Education,other_bonus,base_bonus
369,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,106250.0,0.0,3164.72,78201,Junior,Hispanic,5,8,High School,791.18,13032.80785613017
370,POL,Department of Police,HQ Office of the Chief,M,99865.0,12457.1,0.0,95113,Senior,Hispanic,5,5,Master,4359.985,364134.6674294908
371,POL,Department of Police,PSB 3rd District Patrol,M,71191.0,10982.38,0.0,10001,Senior,Native American,2,9,Ph.D,3843.833,321023.0848594728
372,POL,Department of Police,MSB Communications Division,M,68861.68,9333.55,0.0,77001,Manager,Black,4,5,Ph.D,3266.7424999999994,272821.6156389272
373,ABS,Alcohol Beverage Services,Westwood,M,61929.22,338.1,0.0,90001,Manager,Asian,3,5,Master,118.335,9850.95990124883
374,POL,Department of Police,PSB 5th District Patrol,M,109849.0,4092.05,7766.33,10001,Junior,Black,5,9,Ph.D,3373.8,281763.59058233484
375,REC,Department of Recreation,Business Services,F,91734.25,0.0,0.0,10001,Junior,White,5,4,Ph.D,0.0,1242.3542771853845
376,ABS,Alcohol Beverage Services,Beer Warehouse Operations,M,63425.0,1053.66,0.0,95113,Junior,Hispanic,4,9,High School,368.781,30769.45563182964
377,POL,Department of Police,ISB Major Crimes Division Fugitive Section,M,95112.0,5028.61,6724.51,85001,Assistant,Black,5,2,Master,3441.141,287388.24588125374
378,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,52246.0,12615.48,0.0,60601,Junior,Black,4,3,High School,4415.418,368764.70733363496
379,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,F,99328.0,33436.46,0.0,10001,Assistant,Black,5,5,High School,11702.761,175641.17668926038
380,DPS,Department of Permitting Services,Land Development Right-of-Way Plan Review,M,116825.0,0.0,2416.8,10001,Junior,Asian,1,6,Master,604.2,50432.82157258176
381,HHS,Department of Health and Human Services,HHS 60 School Health Services,F,74472.0,0.0,0.0,92101,Manager,Hispanic,5,7,Ph.D,0.0,1242.3542771853845
382,PIO,Office of Public Information,MC311,M,101350.0,144.02,0.0,77001,Junior,White,4,6,High School,50.407,4177.275442375887
383,POL,Department of Police,FSB Security Services Division,M,49264.66,12540.2,0.0,95113,Junior,Native American,1,3,High School,4389.07,366563.9913089856
384,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,70651.0,21195.89,0.0,19102,Assistant,Pacific Islander,4,6,Master,7418.561499999999,619602.1911947128
385,TBS,Department of Technology and Enterprise Business Solutions,ODT Geographic Information System,F,128483.0,0.0,2552.16,85001,Senior,Other,1,6,Master,638.04,10750.659595203952
386,HCA,Department of Housing and Community Affairs,HCA 76 Housing,F,167345.0,0.0,0.0,95113,Senior,Black,2,9,Bachelor,0.0,1242.3542771853845
387,POL,Department of Police,PSB 5th District Patrol,M,91894.0,0.0,0.0,78201,Assistant,White,4,9,Master,0.0,-32.96794059444101
388,FRS,Fire and Rescue Services,Station 40,M,73548.0,18756.72,0.0,90001,Assistant,Pacific Islander,3,4,Master,6564.852,548296.1270894515
389,FRS,Fire and Rescue Services,Station 7,M,71062.0,22822.5,0.0,95113,Assistant,Asian,1,2,Bachelor,7987.874999999999,667154.0866895979
390,HHS,Department of Health and Human Services,School Health Services,M,63425.0,97.05,3835.52,19102,Manager,Native American,1,6,Master,992.8475,82894.59404828871
391,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,116825.0,13701.99,1079.04,75201,Assistant,Pacific Islander,3,2,High School,5065.4565,76729.63873762944
392,DPS,Department of Permitting Services,Central Services Unit,F,92211.0,0.0,0.0,90001,Assistant,Black,1,3,Bachelor,0.0,1242.3542771853845
393,ABS,Alcohol Beverage Services,White Oak,M,38380.36,81.24,0.0,95113,Junior,Other,2,5,Master,28.434,2341.9811805867107
394,FRS,Fire and Rescue Services,Field Recruits,M,48942.0,338.28,0.0,60601,Junior,Black,1,9,High School,118.39799999999998,9856.221974634016
395,CEX,Offices of the County Executive,County Executive's Office,F,170000.0,0.0,0.0,85001,Senior,Black,1,2,High School,0.0,1242.3542771853845
396,HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,63425.0,1147.41,2022.12,10001,Manager,Hispanic,5,8,Master,907.1235,14760.640276730268
397,HHS,Department of Health and Human Services,School Health Services,F,52366.97,43.17,0.0,60601,Junior,Hispanic,5,8,Bachelor,15.1095,1467.5215695222307
398,REC,Department of Recreation,Countywide Programs,M,92211.0,0.0,2746.64,85001,Assistant,Native American,2,9,High School,686.66,57320.29095897121
399,POL,Department of Police,POL 47 FSB Security Services Division,M,71852.0,2632.63,2019.84,95113,Junior,Asian,5,1,Ph.D,1426.3805,119105.4267609928
400,FRS,Fire and Rescue Services,Station 17,F,73548.0,41626.77,0.0,19102,Junior,Black,3,2,High School,14569.369499999995,218360.42445621407
401,LIB,Department of Public Libraries,Technology Management,M,27867.4,0.0,0.0,78201,Assistant,Native American,4,6,Ph.D,0.0,-32.96794059444101
402,DOT,Department of Transportation,Transit Silver Spring Ride On,M,92211.0,332.5,0.0,60601,Assistant,Hispanic,3,3,High School,116.375,9687.250951487453
403,ABS,Alcohol Beverage Services,Beer Warehouse Operations,M,45434.56,933.67,0.0,90001,Senior,Pacific Islander,4,8,Ph.D,326.7845,27261.6990457818
404,DOT,Department of Transportation,DOT 50 Highway Services,M,66446.0,0.0,2398.45,92101,Assistant,White,5,8,Ph.D,599.6125,50049.65075266832
405,DGS,Department of General Services,Administration and Budget,F,111407.0,0.0,0.0,85001,Senior,Hispanic,4,8,Master,0.0,1242.3542771853845
406,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,87969.0,0.0,5318.56,77001,Junior,Other,4,10,Master,1329.64,111025.1789781404
407,FRS,Fire and Rescue Services,Station 28,M,87356.0,50190.81,0.0,95113,Assistant,Hispanic,3,6,Ph.D,17566.783499999998,1467232.173626
408,POL,Department of Police,FSB Special Operations Division Tactical Operations Section,M,95112.0,11604.89,6724.51,75201,Manager,Hispanic,4,1,Master,5742.839,479637.5123342471
409,DGS,Department of General Services,Facilities Maintenance,F,37280.87,295.75,0.0,19102,Assistant,Native American,2,8,Ph.D,103.5125,2784.9353915847905
410,ORE,Office of Racial Equity and Social Justice,Director's Office,F,97440.0,0.0,0.0,90001,Junior,White,5,6,Master,0.0,1242.3542771853845
411,DOT,Department of Transportation,Transportation Technical Center,M,101350.0,18015.16,936.0,77001,Assistant,Other,1,9,Bachelor,6539.306,546162.3980942452
412,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,104705.1,2290.71,0.0,92101,Assistant,Black,5,8,Bachelor,801.7484999999999,66933.05497152859
413,POL,Department of Police,FSB Traffic Division School Safety Section,F,22932.97,0.0,0.0,85001,Senior,Asian,5,4,Bachelor,0.0,1242.3542771853845
414,ABS,Alcohol Beverage Services,Beer Loading,M,40841.1,5553.29,0.0,95113,Senior,Hispanic,2,6,Bachelor,1943.6515,162310.4737773287
415,REC,Department of Recreation,Countywide Programs,F,92211.0,0.0,744.8,77001,Junior,White,1,9,Ph.D,186.2,4017.1747433239607
416,FRS,Fire and Rescue Services,Station 23,M,56980.0,22389.97,0.0,75201,Junior,White,2,3,Master,7836.4895,654509.6166824035
417,CCL,County Council,Council Central Staff,F,76419.0,0.0,1517.36,90001,Junior,Pacific Islander,5,7,Bachelor,379.34,6895.417626406693
418,TBS,Department of Technology and Enterprise Business Solutions,ODT Geographic Information System,F,128483.0,0.0,2552.16,19102,Senior,Native American,5,4,Bachelor,638.04,10750.659595203952
419,OAS,Office of Animal Services,Animal Services Division,F,74036.48,3562.1,0.0,60601,Junior,Pacific Islander,1,7,Bachelor,1246.735,19821.654996042947
420,POL,Department of Police,MSB Training and Education Division,F,92982.6,2016.61,2774.72,78201,Junior,Pacific Islander,3,8,High School,1399.4935,22098.118004510347
421,FRS,Fire and Rescue Services,Station 18,M,105707.0,102.08,7546.8,85001,Manager,White,5,10,Master,1922.428,160537.7814838284
422,ABS,Alcohol Beverage Services,Cabin John,M,49264.67,40.85,0.0,19102,Assistant,Native American,1,5,Bachelor,14.2975,1161.230380432763
423,FRS,Fire and Rescue Services,Second Battalion - Administration,M,85988.0,26999.54,0.0,19102,Senior,White,4,5,High School,9449.839,789264.5923166109
424,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,65951.0,52492.11,0.0,90001,Manager,Hispanic,3,5,Bachelor,18372.2385,1534507.7818556186
425,OMB,Office of Management and Budget,"Process, Production and Technology",F,92211.0,0.0,0.0,60601,Manager,Other,5,8,High School,0.0,1242.3542771853845
426,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,65657.81,0.0,0.0,19102,Manager,White,4,2,Ph.D,0.0,1242.3542771853845
427,CCL,County Council,CCL 01 Council Members and Staff,M,52815.71,0.0,0.0,75201,Senior,Other,3,3,Master,0.0,-32.96794059444101
428,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,54075.0,14433.31,0.0,92101,Assistant,White,3,4,Ph.D,5051.6585,421906.67878805066
429,POL,Department of Police,FSB Security Services Division,M,61787.45,1267.63,0.0,95113,Assistant,Asian,2,9,Ph.D,443.6705,37024.59919976577
430,POL,Department of Police,PSB 6th District Patrol,M,57085.0,4604.61,0.0,85001,Assistant,Other,5,7,High School,1611.6134999999997,134577.0083381099
431,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,67211.42,8.0,0.0,75201,Junior,Native American,5,3,Master,2.8,1284.0809007363405
432,OMB,Office of Management and Budget,Office of Management and Budget,F,108605.0,0.0,0.0,90001,Junior,Native American,5,2,Ph.D,0.0,1242.3542771853845
433,FRS,Fire and Rescue Services,Station 15,M,96088.0,20028.22,0.0,78201,Junior,White,5,4,Ph.D,7009.877,585466.8288075933
434,DPS,Department of Permitting Services,Land Development Sediment and Stormwater Inspection,M,141102.54,0.0,0.0,95113,Manager,Native American,1,3,Bachelor,0.0,-32.96794059444101
435,FRS,Fire and Rescue Services,Station 10,M,83196.0,25153.26,0.0,85001,Senior,Pacific Islander,3,4,Bachelor,8803.641,735290.9209299252
436,DOT,Department of Transportation,Transit Gaithersburg Ride On,M,130735.0,0.0,0.0,10001,Senior,Asian,1,1,High School,0.0,-32.96794059444101
437,DOT,Department of Transportation,Highway Administration,M,70520.14,6109.2,0.0,90001,Senior,Pacific Islander,3,6,High School,2138.22,178561.80275265875
438,FRS,Fire and Rescue Services,FRS 45 Station 33,M,96088.0,18135.52,5346.5,10001,Senior,Hispanic,1,2,Master,7684.057,641777.6960270456
439,POL,Department of Police,PSB 1st District Special Assignment Team,M,95112.0,6403.47,6724.51,60601,Assistant,Native American,4,5,Master,3922.342,327580.54707213404
440,FRS,Fire and Rescue Services,Station 12,M,61923.0,4307.35,0.0,92101,Assistant,Asian,5,8,Bachelor,1507.5725,125886.98647988356
441,FRS,Fire and Rescue Services,Station 16,M,71062.0,42.71,0.0,19102,Senior,Other,1,3,Bachelor,14.9485,1215.605138746364
442,DOT,Department of Transportation,Transit COS Marketing,F,73536.75,159.1,0.0,75201,Assistant,Hispanic,3,10,Master,55.685,2072.192503055023
443,FRS,Fire and Rescue Services,Station 13,M,58975.0,2365.69,0.0,85001,Assistant,Other,1,10,High School,827.9915,69125.00087386934
444,DOT,Department of Transportation,Transit Gaithersburg Ride On,M,63604.88,12678.44,0.0,10001,Junior,White,1,5,High School,4437.454,370605.2636688093
445,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,106250.0,31265.19,3164.72,78201,Senior,White,5,5,Bachelor,11733.9965,980048.7889567014
446,POL,Department of Police,PSB 3rd District Patrol,M,55154.0,1722.19,0.0,75201,Senior,Hispanic,5,8,High School,602.7665,50313.08852182515
447,DPS,Department of Permitting Services,Residential Inspections,M,72473.63,0.0,0.0,90001,Manager,Other,5,10,Ph.D,0.0,-32.96794059444101
448,POL,Department of Police,PSB 4th District Patrol,M,73684.0,2995.29,0.0,60601,Senior,Asian,3,7,High School,1048.3515,87530.564225613
449,HHS,Department of Health and Human Services,School Health Services,F,37275.88,0.0,0.0,95113,Manager,Asian,5,10,Bachelor,0.0,1242.3542771853845
450,POL,Department of Police,ISB Criminal Investigations Division 5th District Investigative Section,M,95112.0,8260.88,6724.51,92101,Assistant,Pacific Islander,1,4,Ph.D,4572.4355,381879.5899964703
451,POL,Department of Police,HQ Office of the Chief Internal Affairs Division,M,109849.0,0.0,7766.33,90001,Manager,Native American,5,8,Master,1941.5825,162137.66060536122
452,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,106250.0,0.0,0.0,19102,Junior,Hispanic,1,4,Ph.D,0.0,1242.3542771853845
453,POL,Department of Police,FSB Traffic Division Central Traffic Enforcement,M,95112.0,148.32,0.0,77001,Assistant,White,5,6,Master,51.91199999999999,4302.980528799803
454,DPS,Department of Permitting Services,Fire Code Compliance,M,111407.0,0.0,0.0,77001,Manager,Hispanic,4,9,High School,0.0,-32.96794059444101
455,HRC,Office of Human Rights,Compliance,F,125867.73,0.0,0.0,77001,Senior,Hispanic,3,9,High School,0.0,1242.3542771853845
456,TBS,Department of Technology and Enterprise Business Solutions,OBP Public Safety Data Systems,F,128483.0,0.0,0.0,92101,Assistant,Pacific Islander,1,4,High School,0.0,1242.3542771853845
457,POL,Department of Police,PSB 3rd District Patrol,M,64209.0,3560.75,0.0,77001,Manager,White,5,5,Master,1246.2624999999998,104061.07542776824
458,COR,Correction and Rehabilitation,PRRS Facility and Security,M,96665.0,29965.9,2879.76,78201,Junior,Black,3,3,Master,11208.005,936115.3624013888
459,FRS,Fire and Rescue Services,Station 32,F,78166.0,11886.22,0.0,75201,Manager,Hispanic,2,4,Bachelor,4160.177,63238.83270016597
460,DEP,Department of Environmental Protection,"Planning, Outreach and Monitoring",M,96665.0,0.0,2879.76,75201,Junior,Pacific Islander,3,4,Ph.D,719.94,60100.00210593994
461,FRS,Fire and Rescue Services,Third Battalion - Administration,M,85988.0,9449.26,0.0,10001,Manager,Black,2,5,Ph.D,3307.241,276204.2518133717
462,FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,119197.0,10422.64,1238.36,77001,Junior,Asian,3,9,High School,3957.514,330518.28747060715
463,HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,69125.0,0.0,0.0,75201,Manager,White,5,1,High School,0.0,1242.3542771853845
464,FRS,Fire and Rescue Services,Procurement,F,80086.0,0.0,4842.24,95113,Junior,Other,5,1,Bachelor,1210.56,19282.56192213015
465,POL,Department of Police,FSB Traffic Division School Safety Section,F,26002.53,0.0,0.0,85001,Manager,Other,5,1,Bachelor,0.0,1242.3542771853845
466,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,52246.0,26735.88,0.0,60601,Manager,Black,5,1,Master,9357.558,781556.8241569528
467,FRS,Fire and Rescue Services,Station 15,M,71062.0,1430.23,0.0,19102,Junior,Asian,2,6,Ph.D,500.5805,41778.005491051525
468,DGS,Department of General Services,Fleet Management Fleet Services,M,70667.19,0.0,0.0,90001,Senior,Native American,2,5,Ph.D,0.0,-32.96794059444101
469,DOT,Department of Transportation,Transit Nicholson Ride On,M,61453.99,2825.94,0.0,75201,Assistant,Other,1,3,Bachelor,989.079,82579.8301823827
470,FRS,Fire and Rescue Services,Second Battalion - Administration,M,119197.0,76885.02,1244.01,90001,Senior,Asian,4,1,Master,27220.7595,2273580.2715757764
471,POL,Department of Police,ISB Criminal Investigations Division 4th District Investigative Section,F,74752.0,5574.78,0.0,19102,Assistant,Pacific Islander,2,3,Master,1951.173,30319.447582110224
472,DGS,Department of General Services,Fleet Management Fleet Services,M,83931.0,0.0,0.0,10001,Junior,Native American,1,2,High School,0.0,-32.96794059444101
473,FRS,Fire and Rescue Services,Station 30,M,119197.0,52925.27,4181.76,90001,Senior,Black,4,4,Bachelor,19569.2845,1634491.018322996
474,HHS,Department of Health and Human Services,School Health Services,F,53424.25,62.1,0.0,10001,Junior,Pacific Islander,2,7,High School,21.735,1566.2571924996803
475,FRS,Fire and Rescue Services,Station 35,M,71062.0,5246.32,0.0,78201,Manager,Native American,4,2,High School,1836.212,153336.59229371254
476,POL,Department of Police,MSB Communications Division,M,64282.49,5852.85,0.0,85001,Senior,Asian,5,5,High School,2048.4975,171067.73323992136
477,POL,Department of Police,PSB 4th District Patrol,M,59939.0,302.59,0.0,60601,Assistant,Other,1,9,Bachelor,105.90649999999998,8812.869757315511
478,SHF,Sheriff's Office,Courthouse Security,M,95922.0,857.68,0.0,95113,Assistant,White,1,4,Bachelor,300.188,25040.22706500194
479,DGS,Department of General Services,Facilities,M,169848.96,0.0,0.0,78201,Junior,Native American,3,3,High School,0.0,-32.96794059444101
480,DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,74560.01,0.0,0.0,19102,Manager,Black,5,4,Bachelor,0.0,1242.3542771853845
481,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,87969.0,0.0,2620.8,90001,Senior,Pacific Islander,2,10,Ph.D,655.2,11006.3841881091
482,FRS,Fire and Rescue Services,Station 4,M,96088.0,740.47,0.0,92101,Manager,Hispanic,3,1,Master,259.1645,21613.74027901421
483,HHS,Department of Health and Human Services,Public Health Services Division,M,78797.72,0.0,0.0,90001,Assistant,Pacific Islander,4,1,Bachelor,0.0,-32.96794059444101
484,LIB,Department of Public Libraries,White Oak Library,F,78051.41,0.0,0.0,85001,Manager,Black,1,5,Bachelor,0.0,1242.3542771853845
485,ABS,Alcohol Beverage Services,Olney,M,91383.27,0.0,0.0,78201,Senior,White,1,9,Ph.D,0.0,-32.96794059444101
486,POL,Department of Police,PSB 6th District Patrol,M,62037.0,3478.83,0.0,90001,Assistant,Pacific Islander,3,3,Bachelor,1217.5904999999998,101666.24736268749
487,POL,Department of Police,PSB 5th District Special Assignment Team,M,82882.0,4353.52,0.0,60601,Junior,Asian,1,5,Ph.D,1523.732,127236.70830318407
488,FRS,Fire and Rescue Services,Station 11,M,67677.0,0.0,0.0,90001,Senior,Other,2,6,Ph.D,0.0,-32.96794059444101
489,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,87969.0,14860.55,5318.56,85001,Manager,Native American,5,1,High School,6530.8325,98567.20756356008
490,HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,91880.68,0.0,0.0,75201,Senior,Other,4,10,High School,0.0,1242.3542771853845
491,LIB,Department of Public Libraries,Davis Library,F,33127.94,0.0,0.0,85001,Junior,Other,2,9,Ph.D,0.0,1242.3542771853845
492,ABS,Alcohol Beverage Services,Montrose,M,19513.51,21.71,0.0,85001,Senior,Pacific Islander,3,9,Master,7.5985,601.6965771411917
493,POL,Department of Police,MSB Communications Division,M,59150.14,9680.68,0.0,75201,Assistant,Hispanic,5,3,Bachelor,3388.238,282969.5241622607
494,SHF,Sheriff's Office,Sheriff Domestic Violence,M,61398.0,1525.5,0.0,95113,Senior,Asian,5,3,Ph.D,533.925,44563.103998867
495,POL,Department of Police,FSB Traffic Division School Safety Section,F,18655.84,0.0,0.0,78201,Manager,Hispanic,1,8,High School,0.0,1242.3542771853845
496,COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,83913.0,57018.42,0.0,77001,Manager,Other,3,6,Master,19956.447,298640.62262847327
497,OMB,Office of Management and Budget,Special Projects,F,141331.3,0.0,0.0,77001,Assistant,Black,2,4,Master,0.0,1242.3542771853845
498,OAS,Office of Animal Services,Animal Services Division,F,81572.35,0.0,0.0,60601,Assistant,Asian,2,4,Bachelor,0.0,1242.3542771853845
499,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,50281.52,0.0,0.0,75201,Assistant,Other,4,2,Bachelor,0.0,-32.96794059444101
500,FRS,Fire and Rescue Services,Training,F,119197.0,6563.32,0.0,85001,Assistant,Black,4,6,Master,2297.162,35475.50213774298
501,FRS,Fire and Rescue Services,Station 32,M,55052.0,12382.77,0.0,85001,Junior,Black,3,4,Master,4333.9695,361961.7234588188
502,DPS,Department of Permitting Services,Land Development Right-of-Way Inspection,M,72924.25,7065.84,0.0,95113,Manager,Asian,5,4,Bachelor,2473.044,206527.9687704669
503,REC,Department of Recreation,REC 72 Facilities Division,M,92211.0,524.13,0.0,60601,Junior,Black,4,1,High School,183.4455,15289.312744839794
504,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,73415.55,0.0,0.0,10001,Assistant,Asian,2,4,High School,0.0,1242.3542771853845
505,POL,Department of Police,FSB Special Operations Division Canine Section,M,95112.0,21893.94,6724.51,60601,Junior,Black,2,4,Bachelor,9344.0065,780424.9354668041
506,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,99328.0,22570.67,3451.76,19102,Senior,Pacific Islander,4,2,Master,8762.6745,731869.1950674765
507,COR,Correction and Rehabilitation,DS Health Services,F,89737.39,45683.69,0.0,95113,Senior,Asian,5,10,Bachelor,15989.2915,239520.62115825727
508,ABS,Alcohol Beverage Services,Darnestown,F,38380.36,328.25,0.0,10001,Senior,Hispanic,4,6,High School,114.8875,2954.449799760549
509,BOE,Board of Elections,Registration Services,F,92211.0,229.28,5574.4,78201,Manager,Hispanic,4,2,Ph.D,1473.848,23206.17594408876
510,FRS,Fire and Rescue Services,Station 28,M,119197.0,18136.55,0.0,10001,Assistant,Black,5,8,High School,6347.7925,530166.2379156096
511,OAS,Office of Animal Services,Animal Services Division,M,59698.04,0.0,0.0,10001,Junior,Hispanic,2,6,Master,0.0,-32.96794059444101
512,LIB,Department of Public Libraries,Chevy Chase Library,F,63325.59,0.0,0.0,78201,Junior,Pacific Islander,4,3,Ph.D,0.0,1242.3542771853845
513,FRS,Fire and Rescue Services,Station 8,M,96088.0,931.12,2319.78,85001,Junior,Black,4,8,Bachelor,905.837,75627.04426603744
514,HHS,Department of Health and Human Services,HHS 60 School Health Services,F,106250.0,0.0,0.0,95113,Manager,Other,2,4,Bachelor,0.0,1242.3542771853845
515,FRS,Fire and Rescue Services,Second Battalion - Administration,M,105707.0,5880.52,0.0,19102,Junior,Hispanic,2,4,Bachelor,2058.182,171876.63085418873
516,DGS,Department of General Services,Facilities Maintenance,M,56097.49,3174.29,0.0,90001,Junior,Black,4,4,Bachelor,1111.0015,92763.40386977135
517,DOT,Department of Transportation,Highway Services,M,72930.0,11576.14,4409.6,10001,Junior,Black,3,7,Ph.D,5154.048999999999,430458.8426760825
518,DOT,Department of Transportation,Transit Gaithersburg Ride On,M,87969.0,2866.37,0.0,75201,Senior,Pacific Islander,1,6,Master,1003.2295,83761.7503321778
519,FRS,Fire and Rescue Services,Station 17,M,81546.0,26381.97,0.0,95113,Junior,Asian,3,4,Ph.D,9233.6895,771210.710869444
520,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,99328.0,78120.3,5993.17,19102,Junior,Black,1,8,Master,28840.3975,2408860.494011297
521,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,92211.0,0.0,0.0,60601,Junior,White,1,9,High School,0.0,1242.3542771853845
522,FRS,Fire and Rescue Services,Station 17,M,96088.0,30381.48,3307.35,95113,Senior,Black,3,10,High School,11460.3555,957192.9314456536
523,DGS,Department of General Services,Facilities Maintenance,M,80086.0,1039.59,0.0,10001,Assistant,Hispanic,2,10,High School,363.8564999999999,30358.13689555417
524,DOT,Department of Transportation,Transit Silver Spring Ride On,M,45634.8,7343.88,0.0,60601,Junior,White,3,7,Bachelor,2570.358,214656.11812611943
525,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,78350.0,4823.41,0.0,75201,Assistant,Asian,1,10,Bachelor,1688.1935,140973.35087521526
526,DPS,Department of Permitting Services,Residential Inspections,M,74598.92,0.0,0.0,92101,Junior,Native American,4,4,Ph.D,0.0,-32.96794059444101
527,LIB,Department of Public Libraries,Aspen Hill Library,F,24049.38,0.0,0.0,92101,Assistant,Black,3,9,Bachelor,0.0,1242.3542771853845
528,HHS,Department of Health and Human Services,Child Welfare Services,F,63425.0,0.0,0.0,60601,Senior,Pacific Islander,4,3,Bachelor,0.0,1242.3542771853845
529,POL,Department of Police,MSB Training and Education Division,M,95112.0,1351.57,1408.44,77001,Assistant,White,1,1,Bachelor,825.1595,68888.45814645903
530,DGS,Department of General Services,Fleet Management Fleet Services,M,83931.0,0.0,0.0,95113,Junior,White,2,2,Bachelor,0.0,-32.96794059444101
531,COR,Correction and Rehabilitation,PTS Supervision,M,86850.0,1691.13,0.0,78201,Assistant,Other,5,6,Bachelor,591.8955,49405.08852547007
532,FIN,Department of Finance,Tax Operations,F,51699.34,93.21,0.0,19102,Assistant,Pacific Islander,4,6,Bachelor,32.62349999999999,1728.5215998334606
533,POL,Department of Police,PSB 6th District Patrol,F,67420.0,3579.69,0.0,10001,Senior,White,5,1,Master,1252.8915,19913.40140957561
534,LIB,Department of Public Libraries,Rockville Library,F,32628.38,0.0,0.0,90001,Junior,Other,3,4,Master,0.0,1242.3542771853845
535,DEP,Department of Environmental Protection,Administration and Operations,F,72930.0,2373.68,3470.64,10001,Senior,Black,4,6,Bachelor,1698.448,26553.247247497595
536,POL,Department of Police,MSB Communications Division,F,66532.38,7169.57,0.0,10001,Junior,Asian,3,7,Master,2509.3495,38637.59782871387
537,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,25849.48,0.0,0.0,60601,Junior,White,5,10,Master,0.0,1242.3542771853845
538,DOT,Department of Transportation,Transit Silver Spring Ride On,M,76419.0,288.04,4620.72,75201,Senior,Asian,3,7,Bachelor,1255.994,104873.89871583092
539,FRS,Fire and Rescue Services,FRS 45 Station 7,M,119197.0,29607.3,7713.71,77001,Assistant,Black,3,9,Master,12290.982499999998,1026571.0303300644
540,POL,Department of Police,FSB Traffic Division School Safety Section,M,18024.91,0.0,0.0,77001,Assistant,White,5,10,Bachelor,0.0,-32.96794059444101
541,POL,Department of Police,PSB 6th District Patrol,M,80077.0,13644.88,0.0,90001,Junior,Native American,5,4,Bachelor,4775.708,398857.9203486999
542,DGS,Department of General Services,Fleet Management Fleet Services,M,83931.0,3722.16,2500.16,10001,Assistant,Native American,4,6,Bachelor,1927.796,160986.1435462361
543,HHS,Department of Health and Human Services,HHS 60 School Health Services,F,45821.71,0.0,0.0,95113,Junior,White,1,2,High School,0.0,1242.3542771853845
544,DGS,Department of General Services,Fleet Management Administration,M,92211.0,817.9,2746.64,78201,Assistant,Asian,2,1,High School,972.925,81230.56774644121
545,ABS,Alcohol Beverage Services,Liquor and Wine Delivery Operations,M,34831.0,1961.25,0.0,90001,Junior,Asian,5,8,Master,686.4375,57301.70665217432
546,REC,Department of Recreation,Senior Programs,F,63448.16,0.0,0.0,95113,Senior,Pacific Islander,3,6,Bachelor,0.0,1242.3542771853845
547,HHS,Department of Health and Human Services,Aging & Disability Services Division,M,106250.0,0.0,3164.72,77001,Senior,Pacific Islander,1,10,Master,791.18,66050.32127991985
548,ABS,Alcohol Beverage Services,Special Order Liquor and Wine Warehouse Operations,M,58300.99,15624.99,0.0,95113,Assistant,Asian,4,1,High School,5468.746499999999,456743.94329727214
549,ABS,Alcohol Beverage Services,King Farm,M,48444.0,0.0,2207.64,92101,Senior,Other,5,7,High School,551.91,46065.30066287638
550,OLR,Office of Labor Relations,OLR 26 Labor Relations Division,M,141085.0,0.0,0.0,85001,Senior,Asian,4,9,Bachelor,0.0,-32.96794059444101
551,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,F,62055.0,7785.56,0.0,19102,Senior,Pacific Islander,1,4,Master,2724.946,41850.49568385805
552,FRS,Fire and Rescue Services,Admin Services,M,150943.0,0.0,10672.48,60601,Manager,Black,4,8,High School,2668.12,222821.6866702888
